id,file,key_or_location,locale,surfaces_and_states,original,final,coverage_status,slop_finding,pattern_and_reason,repair,no_slop_verdict,exception_reason,verification_evidence
"inventory-detail-2:ar","src/content/landing.json","inventory.details.inventory-detail-2","ar","inventory detail disclosure or source inventory","إنشاء المواقع التي يملكها النشاط وتعديلها وتفعيلها وربطها بالمتاجر.","إنشاء المواقع التي يملكها النشاط وتعديلها وتفعيلها وربطها بالمتاجر.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-3:en","src/content/landing.json","inventory.details.inventory-detail-3","en","inventory detail disclosure or source inventory","Separate Store-ledger stock, reserved quantity, available quantity, valuation, low-stock, and out-of-stock visibility.","Separate Store-ledger stock, reserved quantity, available quantity, valuation, low-stock, and out-of-stock visibility.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-3:ar","src/content/landing.json","inventory.details.inventory-detail-3","ar","inventory detail disclosure or source inventory","مخزون منفصل في دفتر كل متجر مع الكمية المحجوزة والمتاحة والتقييم وتنبيهات النقص والنفاد.","مخزون منفصل في دفتر كل متجر مع الكمية المحجوزة والمتاحة والتقييم وتنبيهات النقص والنفاد.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-4:en","src/content/landing.json","inventory.details.inventory-detail-4","en","inventory detail disclosure or source inventory","Controlled movements for opening balance, adjustment, damage, return, waste, internal use, sales, receiving, and assembly.","Controlled movements for opening balance, adjustment, damage, return, waste, internal use, sales, receiving, and assembly.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-4:ar","src/content/landing.json","inventory.details.inventory-detail-4","ar","inventory detail disclosure or source inventory","حركات منضبطة للرصيد الافتتاحي والتسوية والتلف والمرتجع والهالك والاستخدام الداخلي والمبيعات والاستلام والتجميع.","حركات منضبطة للرصيد الافتتاحي والتسوية والتلف والمرتجع والهالك والاستخدام الداخلي والمبيعات والاستلام والتجميع.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-5:en","src/content/landing.json","inventory.details.inventory-detail-5","en","inventory detail disclosure or source inventory","Movement history, inventory reports, inline report viewing, and CSV export.","Movement history, inventory reports, inline report viewing, and CSV export.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-5:ar","src/content/landing.json","inventory.details.inventory-detail-5","ar","inventory detail disclosure or source inventory","سجل الحركات وتقارير المخزون وعرض التقرير داخل الصفحة وتصدير CSV.","سجل الحركات وتقارير المخزون وعرض التقرير داخل الصفحة وتصدير CSV.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-6:en","src/content/landing.json","inventory.details.inventory-detail-6","en","inventory detail disclosure or source inventory","Product and variant inventory links.","Product and variant inventory links.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-6:ar","src/content/landing.json","inventory.details.inventory-detail-6","ar","inventory detail disclosure or source inventory","ربط المنتجات وتركيباتها بأصناف المخزون.","ربط المنتجات وتركيباتها بأصناف المخزون.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-7:en","src/content/landing.json","inventory.details.inventory-detail-7","en","inventory detail disclosure or source inventory","Multi-component dependencies or bills of materials, including variant-specific dependency sets.","Multi-component dependencies or bills of materials, including variant-specific dependency sets.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-7:ar","src/content/landing.json","inventory.details.inventory-detail-7","ar","inventory detail disclosure or source inventory","وصفات أو قوائم مكونات متعددة، ومنها مكونات خاصة بتركيبة منتج معينة.","وصفات أو قوائم مكونات متعددة، ومنها مكونات خاصة بتركيبة منتج معينة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-8:en","src/content/landing.json","inventory.details.inventory-detail-8","en","inventory detail disclosure or source inventory","Dependency-aware maximum orderable quantity across Storefront and POS.","Dependency-aware maximum orderable quantity across Storefront and POS.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-8:ar","src/content/landing.json","inventory.details.inventory-detail-8","ar","inventory detail disclosure or source inventory","حساب أقصى كمية قابلة للطلب حسب المكونات في واجهة المتجر ونقطة البيع.","حساب أقصى كمية قابلة للطلب حسب المكونات في واجهة المتجر ونقطة البيع.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-9:en","src/content/landing.json","inventory.details.inventory-detail-9","en","inventory detail disclosure or source inventory","Assembly preview, indivisible component consumption and finished-item production, automatic link on first build where applicable, and assembly history.","Assembly preview, indivisible component consumption and finished-item production, automatic link on first build where applicable, and assembly history.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-9:ar","src/content/landing.json","inventory.details.inventory-detail-9","ar","inventory detail disclosure or source inventory","معاينة التجميع واستهلاك المكونات وإنتاج الصنف النهائي في عملية واحدة وربطه تلقائياً عند أول إنتاج عند انطباق ذلك وحفظ سجل التجميع.","معاينة التجميع واستهلاك المكونات وإنتاج الصنف النهائي في عملية واحدة وربطه تلقائياً عند أول إنتاج عند انطباق ذلك وحفظ سجل التجميع.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-10:en","src/content/landing.json","inventory.details.inventory-detail-10","en","inventory detail disclosure or source inventory","Safeguards that prevent adjustments from violating active reservations.","Safeguards that prevent adjustments from violating active reservations.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-detail-10:ar","src/content/landing.json","inventory.details.inventory-detail-10","ar","inventory detail disclosure or source inventory","ضوابط تمنع التسويات من الإخلال بالكميات المحجوزة للطلبات النشطة.","ضوابط تمنع التسويات من الإخلال بالكميات المحجوزة للطلبات النشطة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-eyebrow:en","src/content/landing.json","purchasing.eyebrow","en","purchasing section","Replenish with the full product context","Replenish with the full product context","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-eyebrow:ar","src/content/landing.json","purchasing.eyebrow","ar","purchasing section","تزويد المخزون بسياق المنتج الكامل","تزويد المخزون بسياق المنتج الكامل","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-heading:en","src/content/landing.json","purchasing.heading","en","purchasing section","Carry product detail from purchase order to sellable inventory.","Carry product detail from purchase order to sellable inventory.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-heading:ar","src/content/landing.json","purchasing.heading","ar","purchasing section","انقل تفاصيل المنتج من أمر الشراء إلى مخزون جاهز للبيع.","انقل تفاصيل المنتج من أمر الشراء إلى مخزون جاهز للبيع.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-body:en","src/content/landing.json","purchasing.body","en","purchasing section","Manage suppliers and purchase orders, receive into the intended Location, preserve option dimensions, and create or link products from purchase-order expansions without losing how variants map to inventory.","Manage suppliers and purchase orders, receive into the intended Location, preserve option dimensions, and create or link products from purchase-order expansions without losing how variants map to inventory.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-body:ar","src/content/landing.json","purchasing.body","ar","purchasing section","تدعم إدارة الموردين وأوامر الشراء الاستلام في الموقع المقصود، وحفظ أبعاد الخيارات، وإنشاء المنتجات أو ربطها من تفاصيل أمر الشراء دون فقدان علاقة التركيبات بالمخزون.","تدعم إدارة الموردين وأوامر الشراء الاستلام في الموقع المقصود، وحفظ أبعاد الخيارات، وإنشاء المنتجات أو ربطها من تفاصيل أمر الشراء دون فقدان علاقة التركيبات بالمخزون.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-premise:en","src/content/landing.json","purchasing.premise","en","purchasing section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"purchasing-premise:ar","src/content/landing.json","purchasing.premise","ar","purchasing section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"purchasing-detail-1:en","src/content/landing.json","purchasing.details.purchasing-detail-1","en","purchasing detail disclosure or source inventory","Supplier create, view, update, delete, and search.","Supplier create, view, update, delete, and search.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-1:ar","src/content/landing.json","purchasing.details.purchasing-detail-1","ar","purchasing detail disclosure or source inventory","إنشاء الموردين وعرضهم وتعديلهم وحذفهم والبحث فيهم.","إنشاء الموردين وعرضهم وتعديلهم وحذفهم والبحث فيهم.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-2:en","src/content/landing.json","purchasing.details.purchasing-detail-2","en","purchasing detail disclosure or source inventory","Purchase-order search, creation, supplier references, notes, line validation, detail, and CSV export.","Purchase-order search, creation, supplier references, notes, line validation, detail, and CSV export.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-2:ar","src/content/landing.json","purchasing.details.purchasing-detail-2","ar","purchasing detail disclosure or source inventory","البحث في أوامر الشراء وإنشاؤها وإضافة مرجع المورد والملاحظات والتحقق من البنود وعرض التفاصيل وتصدير CSV.","البحث في أوامر الشراء وإنشاؤها وإضافة مرجع المورد والملاحظات والتحقق من البنود وعرض التفاصيل وتصدير CSV.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-3:en","src/content/landing.json","purchasing.details.purchasing-detail-3","en","purchasing detail disclosure or source inventory","Multi-dimensional option-group expansion on purchase-order lines.","Multi-dimensional option-group expansion on purchase-order lines.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-3:ar","src/content/landing.json","purchasing.details.purchasing-detail-3","ar","purchasing detail disclosure or source inventory","توسيع مجموعات الخيارات متعددة الأبعاد داخل بنود أمر الشراء.","توسيع مجموعات الخيارات متعددة الأبعاد داخل بنود أمر الشراء.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-4:en","src/content/landing.json","purchasing.details.purchasing-detail-4","en","purchasing detail disclosure or source inventory","Snapshots that preserve variant dimensions for later matching.","Snapshots that preserve variant dimensions for later matching.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-4:ar","src/content/landing.json","purchasing.details.purchasing-detail-4","ar","purchasing detail disclosure or source inventory","لقطات تحفظ أبعاد التركيبات لمطابقتها لاحقاً.","لقطات تحفظ أبعاد التركيبات لمطابقتها لاحقاً.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-5:en","src/content/landing.json","purchasing.details.purchasing-detail-5","en","purchasing detail disclosure or source inventory","Receiving into a selected Location through controlled stock movements.","Receiving into a selected Location through controlled stock movements.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-5:ar","src/content/landing.json","purchasing.details.purchasing-detail-5","ar","purchasing detail disclosure or source inventory","استلام البضاعة في موقع محدد عبر حركات مخزون منضبطة.","استلام البضاعة في موقع محدد عبر حركات مخزون منضبطة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-6:en","src/content/landing.json","purchasing.details.purchasing-detail-6","en","purchasing detail disclosure or source inventory","Receipt reversal and guarded purchase-order deletion.","Receipt reversal and guarded purchase-order deletion.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-6:ar","src/content/landing.json","purchasing.details.purchasing-detail-6","ar","purchasing detail disclosure or source inventory","إلغاء عملية الاستلام وحذف أمر الشراء بضوابط حماية.","إلغاء عملية الاستلام وحذف أمر الشراء بضوابط حماية.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-7:en","src/content/landing.json","purchasing.details.purchasing-detail-7","en","purchasing detail disclosure or source inventory","Create a new product from a purchase-order expansion or link the expansion to an existing product.","Create a new product from a purchase-order expansion or link the expansion to an existing product.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-7:ar","src/content/landing.json","purchasing.details.purchasing-detail-7","ar","purchasing detail disclosure or source inventory","إنشاء منتج جديد من تفاصيل أمر الشراء أو ربطها بمنتج موجود.","إنشاء منتج جديد من تفاصيل أمر الشراء أو ربطها بمنتج موجود.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-8:en","src/content/landing.json","purchasing.details.purchasing-detail-8","en","purchasing detail disclosure or source inventory","Stable matching of multi-dimensional option signatures.","Stable matching of multi-dimensional option signatures.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"purchasing-detail-8:ar","src/content/landing.json","purchasing.details.purchasing-detail-8","ar","purchasing detail disclosure or source inventory","مطابقة ثابتة لتركيبات الخيارات متعددة الأبعاد.","مطابقة ثابتة لتركيبات الخيارات متعددة الأبعاد.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-eyebrow:en","src/content/landing.json","orders.eyebrow","en","orders section","Order management","Order management","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-eyebrow:ar","src/content/landing.json","orders.eyebrow","ar","orders section","إدارة الطلبات","إدارة الطلبات","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-heading:en","src/content/landing.json","orders.heading","en","orders section","Keep orders, stock, payments, and customer history aligned.","Keep orders, stock, payments, and customer history aligned.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-heading:ar","src/content/landing.json","orders.heading","ar","orders section","اتساق الطلبات والمخزون والمدفوعات وسجل العميل.","اتساق الطلبات والمخزون والمدفوعات وسجل العميل.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-body:en","src/content/landing.json","orders.body","en","orders section","Search and manage Store orders through controlled status changes, fulfilment, partial or full refunds, exports, customer timelines, reordering, and abandoned-checkout recovery.","Search and manage Store orders through controlled status changes, fulfilment, partial or full refunds, exports, customer timelines, reordering, and abandoned-checkout recovery.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-body:ar","src/content/landing.json","orders.body","ar","orders section","توفر إدارة طلبات المتجر تغييرات حالة منضبطة وتجهيز الطلبات والاسترداد الجزئي أو الكامل والتصدير والخط الزمني للعميل وإعادة الطلب واسترجاع عمليات الدفع المتروكة.","توفر إدارة طلبات المتجر تغييرات حالة منضبطة وتجهيز الطلبات والاسترداد الجزئي أو الكامل والتصدير والخط الزمني للعميل وإعادة الطلب واسترجاع عمليات الدفع المتروكة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-premise:en","src/content/landing.json","orders.premise","en","orders section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"orders-premise:ar","src/content/landing.json","orders.premise","ar","orders section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"orders-detail-1:en","src/content/landing.json","orders.details.orders-detail-1","en","orders detail disclosure or source inventory","Admin order search, filters, detail, controlled status transitions, option snapshots on order lines, and consolidated inventory pick lists.","Admin order search, filters, detail, controlled status transitions, option snapshots on order lines, and consolidated inventory pick lists.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-1:ar","src/content/landing.json","orders.details.orders-detail-1","ar","orders detail disclosure or source inventory","البحث في الطلبات وفلاترها وتفاصيلها وتغييرات الحالة المنضبطة ولقطات الخيارات داخل بنود الطلب وقوائم تجهيز مخزون مجمعة.","البحث في الطلبات وفلاترها وتفاصيلها وتغييرات الحالة المنضبطة ولقطات الخيارات داخل بنود الطلب وقوائم تجهيز مخزون مجمعة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-2:en","src/content/landing.json","orders.details.orders-detail-2","en","orders detail disclosure or source inventory","Fulfilment records and customer-visible progress timeline.","Fulfilment records and customer-visible progress timeline.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-2:ar","src/content/landing.json","orders.details.orders-detail-2","ar","orders detail disclosure or source inventory","سجلات تجهيز الطلب وخط زمني يوضح التقدم للعميل.","سجلات تجهيز الطلب وخط زمني يوضح التقدم للعميل.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-3:en","src/content/landing.json","orders.details.orders-detail-3","en","orders detail disclosure or source inventory","Partial and full refund requests bounded by captured funds, with internal accounting records and exports.","Partial and full refund requests bounded by captured funds, with internal accounting records and exports.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-3:ar","src/content/landing.json","orders.details.orders-detail-3","ar","orders detail disclosure or source inventory","طلبات استرداد جزئي أو كامل في حدود المبلغ المحصّل، مع سجلات محاسبية داخلية وتصدير.","طلبات استرداد جزئي أو كامل في حدود المبلغ المحصّل، مع سجلات محاسبية داخلية وتصدير.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-4:en","src/content/landing.json","orders.details.orders-detail-4","en","orders detail disclosure or source inventory","Customer order history, detail, and reorder from a previous purchase.","Customer order history, detail, and reorder from a previous purchase.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-4:ar","src/content/landing.json","orders.details.orders-detail-4","ar","orders detail disclosure or source inventory","سجل طلبات العميل وتفاصيلها وإعادة الطلب من عملية شراء سابقة.","سجل طلبات العميل وتفاصيلها وإعادة الطلب من عملية شراء سابقة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-5:en","src/content/landing.json","orders.details.orders-detail-5","en","orders detail disclosure or source inventory","Abandoned-checkout persistence, recovery-token restoration, recovery status, and email-attempt timestamps; delivery requires configured email and worker infrastructure.","Abandoned-checkout persistence, recovery-token restoration, recovery status, and email-attempt timestamps; delivery requires configured email and worker infrastructure.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-5:ar","src/content/landing.json","orders.details.orders-detail-5","ar","orders detail disclosure or source inventory","حفظ عملية الدفع المتروكة واستعادتها برمز مخصص ومتابعة حالة الاستعادة وتوقيت محاولات البريد؛ ويتطلب الإرسال إعداد البريد وعمليات الخلفية.","حفظ عملية الدفع المتروكة واستعادتها برمز مخصص ومتابعة حالة الاستعادة وتوقيت محاولات البريد؛ ويتطلب الإرسال إعداد البريد وعمليات الخلفية.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-6:en","src/content/landing.json","orders.details.orders-detail-6","en","orders detail disclosure or source inventory","Idempotent order placement, payment-attempt/event accounting foundation, stock reservation, release, and consumption.","Idempotent order placement, payment-attempt/event accounting foundation, stock reservation, release, and consumption.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-6:ar","src/content/landing.json","orders.details.orders-detail-6","ar","orders detail disclosure or source inventory","إنشاء الطلب بأمان عند إعادة المحاولة وأساس محاسبي لمحاولات وأحداث الدفع وحجز المخزون وتحريره واستهلاكه.","إنشاء الطلب بأمان عند إعادة المحاولة وأساس محاسبي لمحاولات وأحداث الدفع وحجز المخزون وتحريره واستهلاكه.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-7:en","src/content/landing.json","orders.details.orders-detail-7","en","orders detail disclosure or source inventory","Order and refund CSV export.","Order and refund CSV export.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"orders-detail-7:ar","src/content/landing.json","orders.details.orders-detail-7","ar","orders detail disclosure or source inventory","تصدير الطلبات والاستردادات بصيغة CSV.","تصدير الطلبات والاستردادات بصيغة CSV.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-eyebrow:en","src/content/landing.json","pos.eyebrow","en","pos section","Sell in person","Sell in person","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-eyebrow:ar","src/content/landing.json","pos.eyebrow","ar","pos section","البيع داخل المتجر","البيع داخل المتجر","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-heading:en","src/content/landing.json","pos.heading","en","pos section","A register built on the same inventory rules.","A register built on the same inventory rules.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-heading:ar","src/content/landing.json","pos.heading","ar","pos section","نقطة بيع تعتمد قواعد المخزون نفسها.","نقطة بيع تعتمد قواعد المخزون نفسها.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-body:en","src/content/landing.json","pos.body","en","pos section","Select the Store, Location, and register; open a shift; search products and variants; record cash, card, transfer, or other tender; calculate change for cash; issue a receipt; and keep the sale and stock movement durable and retry-safe.","Select the Store, Location, and register; open a shift; search products and variants; record cash, card, transfer, or other tender; calculate change for cash; issue a receipt; and keep the sale and stock movement durable and retry-safe.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-body:ar","src/content/landing.json","pos.body","ar","pos section","اختر المتجر والموقع وصندوق البيع، وافتح الوردية، وابحث عن المنتجات وتركيباتها، وسجّل الدفع النقدي أو البطاقة أو التحويل أو طريقة أخرى، واحسب الباقي للنقد، واعرض الإيصال، وامنع تكرار البيع عند إعادة المحاولة.","اختر المتجر والموقع وصندوق البيع، وافتح الوردية، وابحث عن المنتجات وتركيباتها، وسجّل الدفع النقدي أو البطاقة أو التحويل أو طريقة أخرى، واحسب الباقي للنقد، واعرض الإيصال، وامنع تكرار البيع عند إعادة المحاولة.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-premise:en","src/content/landing.json","pos.premise","en","pos section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"pos-premise:ar","src/content/landing.json","pos.premise","ar","pos section","","","empty-unused","not assessed","","","not assessed","Structural placeholder; the corresponding component renders no content for this field.","Source audit; rendered locale and state checks."
"pos-detail-1:en","src/content/landing.json","pos.details.pos-detail-1","en","pos detail disclosure or source inventory","Active Store, Location, and register selection.","Active Store, Location, and register selection.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-1:ar","src/content/landing.json","pos.details.pos-detail-1","ar","pos detail disclosure or source inventory","اختيار المتجر النشط والموقع وصندوق البيع.","اختيار المتجر النشط والموقع وصندوق البيع.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-2:en","src/content/landing.json","pos.details.pos-detail-2","en","pos detail disclosure or source inventory","Register lifecycle and shift opening, closing, opening cash, counted cash, variance, and shift history.","Register lifecycle and shift opening, closing, opening cash, counted cash, variance, and shift history.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-2:ar","src/content/landing.json","pos.details.pos-detail-2","ar","pos detail disclosure or source inventory","دورة حياة صندوق البيع وفتح الوردية وإغلاقها والنقدية الافتتاحية والنقدية المعدودة والفرق وسجل الورديات.","دورة حياة صندوق البيع وفتح الوردية وإغلاقها والنقدية الافتتاحية والنقدية المعدودة والفرق وسجل الورديات.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-3:en","src/content/landing.json","pos.details.pos-detail-3","en","pos detail disclosure or source inventory","Product catalog search, browsing, and variant selection.","Product catalog search, browsing, and variant selection.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-3:ar","src/content/landing.json","pos.details.pos-detail-3","ar","pos detail disclosure or source inventory","البحث في كتالوج المنتجات وتصفحه واختيار تركيبة المنتج.","البحث في كتالوج المنتجات وتصفحه واختيار تركيبة المنتج.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-4:en","src/content/landing.json","pos.details.pos-detail-4","en","pos detail disclosure or source inventory","Store-ledger and dependency-aware availability.","Store-ledger and dependency-aware availability.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-4:ar","src/content/landing.json","pos.details.pos-detail-4","ar","pos detail disclosure or source inventory","إتاحة محسوبة من دفتر مخزون المتجر ومكونات المنتج.","إتاحة محسوبة من دفتر مخزون المتجر ومكونات المنتج.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-5:en","src/content/landing.json","pos.details.pos-detail-5","en","pos detail disclosure or source inventory","Cart quantity controls and customer-name capture.","Cart quantity controls and customer-name capture.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-5:ar","src/content/landing.json","pos.details.pos-detail-5","ar","pos detail disclosure or source inventory","التحكم في كميات السلة وتسجيل اسم العميل.","التحكم في كميات السلة وتسجيل اسم العميل.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-6:en","src/content/landing.json","pos.details.pos-detail-6","en","pos detail disclosure or source inventory","Order-level discounts, configured tax, cash/card/transfer/other tender recording, and cash change calculation.","Order-level discounts, configured tax, cash/card/transfer/other tender recording, and cash change calculation.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-6:ar","src/content/landing.json","pos.details.pos-detail-6","ar","pos detail disclosure or source inventory","خصم على مستوى الطلب وضريبة حسب الإعداد وتسجيل الدفع نقداً أو بالبطاقة أو التحويل أو طريقة أخرى وحساب الباقي للنقد.","خصم على مستوى الطلب وضريبة حسب الإعداد وتسجيل الدفع نقداً أو بالبطاقة أو التحويل أو طريقة أخرى وحساب الباقي للنقد.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-7:en","src/content/landing.json","pos.details.pos-detail-7","en","pos detail disclosure or source inventory","Sale creation as one indivisible operation, with safe retry protection against duplicate sales.","Sale creation as one indivisible operation, with safe retry protection against duplicate sales.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-7:ar","src/content/landing.json","pos.details.pos-detail-7","ar","pos detail disclosure or source inventory","إنشاء البيع كعملية واحدة لا تتجزأ مع حماية إعادة المحاولة من تكرار البيع.","إنشاء البيع كعملية واحدة لا تتجزأ مع حماية إعادة المحاولة من تكرار البيع.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-8:en","src/content/landing.json","pos.details.pos-detail-8","en","pos detail disclosure or source inventory","Receipt view and durable searchable sale history.","Receipt view and durable searchable sale history.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-8:ar","src/content/landing.json","pos.details.pos-detail-8","ar","pos detail disclosure or source inventory","عرض الإيصال وسجل بيع ثابت وقابل للبحث.","عرض الإيصال وسجل بيع ثابت وقابل للبحث.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-9:en","src/content/landing.json","pos.details.pos-detail-9","en","pos detail disclosure or source inventory","Stock movements shared with the same inventory lifecycle used by online orders.","Stock movements shared with the same inventory lifecycle used by online orders.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"pos-detail-9:ar","src/content/landing.json","pos.details.pos-detail-9","ar","pos detail disclosure or source inventory","حركات مخزون تستخدم دورة المخزون نفسها الخاصة بالطلبات الإلكترونية.","حركات مخزون تستخدم دورة المخزون نفسها الخاصة بالطلبات الإلكترونية.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-eyebrow:en","src/content/landing.json","customers.eyebrow","en","customers section","Know each Store's customers","Know each Store's customers","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-eyebrow:ar","src/content/landing.json","customers.eyebrow","ar","customers section","إدارة عملاء كل متجر","إدارة عملاء كل متجر","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-heading:en","src/content/landing.json","customers.heading","en","customers section","Keep customer history separate for every Store.","Keep customer history separate for every Store.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-heading:ar","src/content/landing.json","customers.heading","ar","customers section","سجل عميل مستقل لكل متجر.","سجل عميل مستقل لكل متجر.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers-body:en","src/content/landing.json","customers.body","en","customers section","A customer can use one Business-level identity while each Store keeps its own profile, addresses, favorites, consent, loyalty, reviews, and commerce history.","A customer can use one Business-level identity while each Store keeps its own profile, addresses, favorites, consent, loyalty, reviews, and commerce history.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
